filename,keywords,freesound_id,sound_link,manufacturer,license,title,description,num_downloads,geotag,start_time_s,end_time_s
240810.mp3,"elsodelescultures, raval, oras, se, speaking, talking, Barcelona, conversation, ladys",240810,https://freesound.org/people/CasaAsiaSons/sounds/240810/,CasaAsiaSons,http://creativecommons.org/licenses/by/3.0/,Señoras conversando.wav,"Recorded by Maide.

Ladies talking, remembering when they were young and describe their relationships with their husbands and children.

Recorded with a Zoom H1 recorder.",173,41.3816710006336 2.1707171201705933,26.601,41.767
392623.mp3,"talking, Woman, speaking",392623,https://freesound.org/people/SaraBerrio/sounds/392623/,SaraBerrio,http://creativecommons.org/publicdomain/zero/1.0/,Ellahablando.wav,Mujer hablando,237,,0.0,21.465
392622.mp3,"talking, backwards, talk, speaking",392622,https://freesound.org/people/SaraBerrio/sounds/392622/,SaraBerrio,http://creativecommons.org/publicdomain/zero/1.0/,habla el.wav,Persona hablando,239,,0.0,22.28
210197.mp3,"running, speaking, Cat",210197,https://freesound.org/people/Augdog/sounds/210197/,Augdog,https://creativecommons.org/licenses/by/4.0/,Cat last Audio.wav,Sound of cat swimming away and triumphing over a bear.,62,,0.0,20.761
428072.mp3,"woman, group, crowd, talking, speech, female, speaking",428072,https://freesound.org/people/senshi.sun/sounds/428072/,senshi.sun,http://creativecommons.org/publicdomain/zero/1.0/,female babble 2.wav,Female crowd talking,729,,0.0,15.813
369164.mp3,"soundscape, field-recording, people, ambiance, voices, talking, neighbours, speech, soundeffect, human, ambience, voice, speaking",369164,https://freesound.org/people/arnaud coutancier/sounds/369164/,arnaud coutancier,http://creativecommons.org/licenses/by-nc/3.0/,Neighbours #1.wav,"An outside neighbours dinner.

Recorded by myself with ZOOM H4.
My sounds are listed ""licenced under the Creative Commons Attribution Non-Commercial"" because I loathe finding my sounds sold as mobile phone rings or used by advertising executives BUT for all ARTISTIC PROJECTS you're welcome, just ask me !",92,28.218653757641295 -14.018291747197509,0.0,25.709
216565.mp3,"paying, short, deutsche-post, people, german, coin, post-office, talking, room-noise, ambience, post, voice, payment, speaking",216565,https://freesound.org/people/qubodup/sounds/216565/,qubodup,https://creativecommons.org/licenses/by/4.0/,German Post Office Scene,"A few seconds of standing in line at the post office. Didn't expect it to be over so quick.

Recorded with a Zoom H2. Edited with <a href=""http://audacity.sourceforge.net/"" rel=""nofollow"">Audacity</a>. See <a href=""http://qubodup.wordpress.com/2013/11/29/benefits-of-flac-and-ogg-vorbis/"" rel=""nofollow"">benefits of FLAC/OGG files</a>.

<strong>This is not public domain.</strong> This sound is licensed under <a href=""http://creativecommons.org/licenses/by/3.0/legalcode"" rel=""nofollow"">CC Attribution 3.0 License</a>. <a href=""http://www.freesound.org/people/qubodup/"" rel=""nofollow"">Contact me</a> if you need help understanding the license.

When using this sound, you must include attribution in the form of:<blockquote><a href=""http://freesound.org/people/qubodup/sounds/216565"" rel=""nofollow"">German Post Office Scene</a> by <a href=""http://freesound.org/people/qubodup"" rel=""nofollow"">Iwan Gabovitch</a> under <a href=""http://creativecommons.org/licenses/by/3.0/legalcode"" rel=""nofollow"">CC-BY 3.0 License</a></blockquote>

Plaintext:<blockquote>German Post Office Scene http:&#47;/freesound.org/people/qubodup/sounds/216565 by Iwan ‘qubodup’ Gabovitch http:&#47;/freesound.org/people/qubodup under CC-BY 3.0 License http:&#47;/creativecommons.org/licenses/by/3.0/legalcode</blockquote>

HTML:<blockquote>&lt;a href=""http:&#47;/freesound.org/people/qubodup/sounds/216565""&gt;German Post Office Scene&lt;/a&gt; by &lt;a href=""http:&#47;/freesound.org/people/qubodup""&gt;Iwan Gabovitch&lt;/a&gt; under &lt;a href=""http:&#47;/creativecommons.org/licenses/by/3.0/legalcode""&gt;CC-BY 3.0 License&lt;/a&gt;</blockquote>

Read the <a href=""http://creativecommons.org/licenses/by/3.0/legalcode"" rel=""nofollow"">CC Attribution 3.0 license</a> (in particular section 4) for full terms. Some clarification: you may not remove license/authorship information, sound boards, games and software must include a credits screen with working weblinks, video must include full attribution both in text description and video itself (in-video credits), attribution must be at least as prominent as the credits for the other contributing authors of your work.

You can use ""qubodup"" or ""Iwan 'qubodup' Gabovitch"" instead of my full name if you like.",434,52.543587978946306 13.44303846359253,0.0,20.794
201311.mp3,"male, pitch-shift, hallucination, voice, dream, experimental, dreamscape, dreaming, spoken, spoken-word, confused, speaking, story, voices",201311,https://freesound.org/people/Speedenza/sounds/201311/,Speedenza,https://creativecommons.org/licenses/by-nc/4.0/,Experimental Dreamscape (Voice),"Voice-based dreamscape. Male voice pitch-shifted and resynthesised with feedback, intending to evoke a dreamlike atmosphere. The words are deliberately slightly indistinct, but the story is surreal and dreamlike in nature. Could also be used for a hallucination sequence.

This sound is <b>not</b> in the public domain.
License: Creative Commons BY-NC (Attribution Noncommercial) 3.0
License text: <a href=""http://creativecommons.org/licenses/by-nc/3.0/"" rel=""nofollow"">http://creativecommons.org/licenses/by-nc/3.0/</a>
For help on the licenses used by freesound, see <a href=""http://www.freesound.org/help/faq/#licenses"" rel=""nofollow"">the faq.</a>
",1368,,66.495,90.744
195266.mp3,"male, color, colors, english-language, speaker, words, voice, speaking, man",195266,https://freesound.org/people/qubodup/sounds/195266/,qubodup,https://creativecommons.org/licenses/by/4.0/,Pairs of Colors in the English language.flac,"Various colors, inspired by wiz Khalifa's work.

Recorded with Zoom H2. Edited with Audacity.

<strong>This is not a public domain sound! This sound requires attribution!</strong> If you can not give attribution, <a href=""http://www.freesound.org/people/qubodup/"" rel=""nofollow""><strong>Contact me</strong></a>!

You are required to give attribution in the form of:
<blockquote><strong>[insert sound title here]</strong> Copyright 2013 <a href=""http://qubodup.net"" rel=""nofollow"">Iwan Gabovitch</a>, <a href=""http://creativecommons.org/licenses/by/3.0/"" rel=""nofollow"">CC-BY3 license</a>.</blockquote>
<a href=""http://qubodup.wordpress.com/2012/08/16/audio-use-flac-instead-of-aiff-and-wave-use-vorbis-instead-of-mp3/"" rel=""nofollow""><strong><img src=""http://farm9.staticflickr.com/8070/8213683889_517a10ef52_o.png"" alt=""Audio File Format Heroes And Frools"" />
On FLAC and OGG Vorbis audio file formats</strong></a>.

<a href=""http://www.freesound.org/people/qubodup/"" rel=""nofollow""><strong>Contact me</strong></a> if you have interest in specific sounds for open source or commercial purpose.",114,,0.4,21.733
136978.mp3,"wallah, busy, bar, Crowd, conversation, hotel, talking, live, fieldrecording, background, group, lobby, speaking",136978,https://freesound.org/people/Audionautics/sounds/136978/,Audionautics,http://creativecommons.org/licenses/by/3.0/,Crowd Medium.wav,"Short sample of a bust crowd scene. Recorded in the break between sessions at a recent scientific meeting. Lively conversation.
",1838,,220.2,238.698
184725.mp3,"working-dog, barking, talking, whine, male, dog, canine, voice, speaking, animal, watchdog, bark, puppy, k-9, guard-dog",184725,https://freesound.org/people/qubodup/sounds/184725/,qubodup,http://creativecommons.org/publicdomain/zero/1.0/,Dog and People,"Dog barking during a military training operation. Swedish soldiers talking in the background.

Extracted from a video (<a href=""https://youtu.be/TgvqkCecy7o"" rel=""nofollow"">https://youtu.be/TgvqkCecy7o</a>) by a US Government agency, <a href=""http://en.wikipedia.org/wiki/Wikipedia:Public_domain_resources#U.S._federal_government"" rel=""nofollow"">thus</a> public domain.
This sound is cc0/public domain but I highly recommend that you include a link to this page when using it, to avoid misunderstandings.

Find many more military sounds in my <a href=""http://www.freesound.org/people/qubodup/packs/4366/"" rel=""nofollow"">military sounds pack</a>, also located on Freesound.",282,,0.0,24.18
424196.mp3,"atmosphere, voice, field-recording, people, speaking-backwards, talking-backwards, talking, speech, talk, ambience, soundscape, speaking",424196,https://freesound.org/people/arnaud coutancier/sounds/424196/,arnaud coutancier,http://creativecommons.org/licenses/by-nc/3.0/,People in the square #1,"People talking in the square.
Recorded by myself with ZOOM H4.

My sounds are listed ""licenced under the Creative Commons Attribution Non-Commercial"" because I loathe finding my sounds sold as mobile phone rings or used by advertising executives BUT for all ARTISTIC PROJECTS you're welcome, just ask me !",123,28.958763900710746 -13.551206588745117,33.62,60.727
166019.mp3,"noise, UPS-sound, office, pule, russian-speech, talks, squeak, UPS, speaking",166019,https://freesound.org/people/Zabuhailo/sounds/166019/,Zabuhailo,https://creativecommons.org/licenses/by/4.0/,Office and UPS sounds 3.wav,"Suddenly electricity was lost in the office and UPS start to squeak.
Recorded 2012-09-28 03:15 pm.
AB-stereo",125,54.98544491730295 73.38734686374664,4.4,33.3
425369.mp3,"walla, atmosphere, italy, field-recording, trapani, Italian, sicily, poeple, talking, street, location, ambient, talk, soundscape, speaking, speak",425369,https://freesound.org/people/Soundholder/sounds/425369/,Soundholder,http://creativecommons.org/licenses/by/3.0/,ambient airport Trapani security gates stereo M10.wav,"This ambient sound effect was recorded with high quality sound equipment and comes from a sound library called Italy - Sicilian Ambients which is pack of 36 audio files with a total length of 287 minutes. It's a library recorded in Trapani, a beautiful city in Italy, and I've recorded there a lot of interesting ambients. You can use this sound for free, and if you need a whole package of ambients from busy Sicilian streets you can support my work and get it for 50$ here: <a href=""http://soundholder.com/product/sound-library-italy-sicilian-ambients/"" rel=""nofollow"">http://soundholder.com/product/sound-library-italy-sicilian-ambients/</a>

Also here's a 10% discount code for all freesound users, just type : freesound in discount window. 

Enjoy!",221,,167.4,183.885
706149.mp3,"speaking, voices, Felix, clients, Felixblume, asianamerican, traffic, buzz, clippers, blowing, roomtone, field-recording, Blume, dryer, salon, english, interior, outside, hair, machines, talking",706149,https://freesound.org/people/felix.blume/sounds/706149/,felix.blume,http://creativecommons.org/publicdomain/zero/1.0/,"Hair salon interior with asian american voices, hair clippers buzz, hair dryer blowing and slight traffic outside","Hair salon interior with asian american voices, hair clippers buzz, hair dryer blowing and slight traffic outside

Sound recorded by a MS setup Schoeps Microphone CCM41&amp;CCM8;
Sound Devices 744T recorder
MS is encoded in STEREO Left-Right
Sound reference: KT_111119T025
Recorded in November 2011",39,,27.426,56.884
122956.mp3,"adults, chat, chatter, crowd, field-recording, fieldrecording, kids, laugh, laughter, man, men, parents, people, rain, speaking, talk, talking, tent, voice, voices, woman, women",122956,https://freesound.org/people/Kyster/sounds/122956/,Kyster,https://creativecommons.org/licenses/by/4.0/,more chatter in tent.wav,A shorter recording of a lot of people gathered in a tent. Recorded with a Sony HI-MD walkman MZ-NH1 minidisc recorder and two Shure WL183,1130,55.7245603688 8.33811342716,219.4,234.733
72433.mp3,"chat, chatter, crowd, discussion, field-recording, group, people, public, speaking, speech, vocal, voices",72433,https://freesound.org/people/jppi_Stu/sounds/72433/,jppi_Stu,https://creativecommons.org/licenses/by/4.0/,sw_MealChatter_LargeRoom.wav,"Stereo recording of casual discussion during a meal in a medium/large open room, using two Azden SGM-1X mics (approx. 10 meters apart) into Zoom H4 recorder, then recorded via H4 line out to Soundtrack Pro (Mac OS X 10.4).",814,,0.0,15.829
706146.mp3,"speaking, voices, interior, english, hair, Felix, machines, clients, Felixblume, blowing, ambience, roomtone, field-recording, Blume, asianamerican, dryer, clippers, salon",706146,https://freesound.org/people/felix.blume/sounds/706146/,felix.blume,http://creativecommons.org/publicdomain/zero/1.0/,"Hair salon interior with asian american voices, hair clippers machines blowing","Hair salon interior with asian american voices, hair clippers buzz, hair dryer machines blowing and different clients talking

Sound recorded by a MS setup Schoeps CCM41+CCM8
Sound Devices 744T recorder
Sound reference: KT_111106T019
Recorded in November 2011",46,,169.019,186.01
540459.mp3,"female, spoken, vocal, youth, talking, speech, speaking, human, child, girl, voice, children, talk, speak",540459,https://freesound.org/people/wjoojoo/sounds/540459/,wjoojoo,http://creativecommons.org/publicdomain/zero/1.0/,kay_talking01.WAV,My daughter talking,416,,16.8,44.996
320541.mp3,"animated, back-ground, field-recording, crowd, people, speech, place, terrace, ambience, talk, voice, caf, speaking",320541,https://freesound.org/people/arnaud coutancier/sounds/320541/,arnaud coutancier,http://creativecommons.org/licenses/by-nc/3.0/, summer terrace café,"A crowdy terrace café on a square of a small medieval town.
Recorded by myself with Zoom H4.

My sounds are listed ""licenced under the Creative Commons Attribution Non-Commercial"" because I loathe finding my sounds sold as mobile phone rings or used by advertising executives BUT for all ARTISTIC PROJECTS you're welcome, just ask me !",631,44.15182815837318 1.755913496017456,53.008,69.987
704448.mp3,"walla, gossiping, train, talking, speaking, chatter, girls",704448,https://freesound.org/people/Ryding/sounds/704448/,Ryding,https://creativecommons.org/licenses/by/4.0/,Chatter on the train,Some people talking on the train ride.,82,59.86297500532976 17.648220075282836,167.8,183.412
642494.mp3,"voice, word, spoken, text, Guided, Vocal, speech, vocal, words, relaxation, vocals, meditation, male, speaking",642494,https://freesound.org/people/Duisterwho/sounds/642494/,Duisterwho,http://creativecommons.org/publicdomain/zero/1.0/,Meditation Guided Vocal Much,For the funnorz,67,51.4683835261 4.90051973016,16.762,33.797
485006.mp3,"walla, bar, plata, people, la, restaurant, night, ambience, argentina, speaking",485006,https://freesound.org/people/ovejota/sounds/485006/,ovejota,https://creativecommons.org/licenses/by/4.0/,"Ambience Bar, restaurant, night","Grabación stereo de gente hablando en un bar a la noche. La Plata, Argentina. Zoom H4
Stereo recording of people talking in a bar in La Plata, Argentina. Zoom H4",582,-34.9256385243 -57.9450008353,0.6,15.846
46140.mp3,"neighbours, speaking",46140,https://freesound.org/people/arnaud coutancier/sounds/46140/,arnaud coutancier,http://creativecommons.org/licenses/by-nc/3.0/,voisins.wav,"quiet street at west of via Toledo, open windows, neighbours speakingrecorded with MD Sony and stereo microphone by myself to release sound landscapes for a theater play ""Montedidio"" (Théâtre de l'Echappée, Laval France)",137,40.8533580069 14.2477333546,12.607,41.704
165364.mp3,"saying, mexican, field-recording, parrot, mexico, felix, desert, schoeps, talking, say, wadley, cotorito, blume, bird, talk",165364,https://freesound.org/people/felix.blume/sounds/165364/,felix.blume,http://creativecommons.org/publicdomain/zero/1.0/,A mexican Parrot talking,"A Parrot is talking in Mexico in the desert in the small village of Wadley.
The Parrot is talking in spanish, saying ""cotorito"".

Sound recorded by a MS setup Schoeps Microphone CCM41+CCM8
Sound Devices 744T
MS is encoded in STEREO Left-Right
recorded in july 2012

more sounds on <a href=""http://www.felixblume.com"" rel=""nofollow"">http://www.felixblume.com</a>

Please rate the sound or comment it if you like it !",1765,23.61149740027812 -100.98564147949219,69.085,91.099
716945.mp3,"nature, people, pond, fountain, ducks, water, ambience, chatter, field-recording, talking",716945,https://freesound.org/people/staticdistance/sounds/716945/,staticdistance,http://creativecommons.org/publicdomain/zero/1.0/,Crystal Springs Rhododendron Garden: Talking Near a Fountain,"Recording of folks talking (with some ducks in the background) near a fountain inside of a pond at Crystal Springs Rhododendron Garden in Portland, Oregon on October 7th, 2023.",28,45.478583 -122.636025,0.202,29.806
65766.mp3,"bass, explosions, fireworks, loud, pop, rumble, talking, voices",65766,https://freesound.org/people/fastson/sounds/65766/,fastson,http://creativecommons.org/licenses/by/3.0/,nyar_talking.wav,"Recorded during new years eve 2008-2009 outside our house.
This is a recording done just before 12 o'clock, some people can be heard talking and preparing.",137,,39.552,59.3
594563.mp3,"talking, voices, OWI, people",594563,https://freesound.org/people/AsandaMa/sounds/594563/,AsandaMa,http://creativecommons.org/licenses/by-nc/3.0/,Ambience talking outside .wav,Ambience of a group of people talking in a complex. Recorded with a Zoom H6 Z5 in stereo. For an OWI sound design project.,58,-25.8802 28.20055,7.6,25.859
277755.mp3,"Swedish, passenger, USENG, Train, inside, talking, train",277755,https://freesound.org/people/alexkandrell/sounds/277755/,alexkandrell,http://creativecommons.org/licenses/by/3.0/,Train_int_moving_swedish train_passenger_talking USENG.wav,"Recording of a Swedish train journey. US passengers is talking.

Equipment used: Zoom H4 internal mics
Location: Öresundsbron, Denmark and Sweden
Date: 19 June 2015    ",3683,55.56825157494509 12.860870361328125,5.2,25.787
476453.mp3,"talking, ETs, Imagine",476453,https://freesound.org/people/cguerra1909/sounds/476453/,cguerra1909,http://creativecommons.org/licenses/by-nc/3.0/,Talking ETs.wav,Imagine ETs talking,103,,1.8,28.926
730346.mp3,"patio-ambience, talking, stream, water",730346,https://freesound.org/people/Robert.Crosley/sounds/730346/,Robert.Crosley,https://creativecommons.org/licenses/by/4.0/,"Walkers talking on patio adjacent to stream across from Inveraron Hotel. West Highland Way.  September 1, 2022.  1325 hours.","Walkers talking on hotel outdoor patio across the road from Inveraron Hotel, West Highland Way.  September 1, 2022.  1317 hours.  

Latitude:  56° 31’ 57.2”   Longitude:  4° 48’ 25.3""

Recorder: Sony M10, onboard microphones, wind muff, hand held. 24bit/96K. Processed in Izotope RX10 (low cut EQ, cuts, fades in/out).

<a href=""https://www.flickr.com/photos/194046600@N03/53383202715/in/album-72177720313250404/"" rel=""nofollow""><img src=""https://live.staticflickr.com/65535/53383202715_1c5b1eccb4_z.jpg"" alt=""Untitled""></a>

Attribution:  Robert Crosley and  <a href=""http://Freesound.org"" rel=""nofollow"">Freesound.org</a>   Thank you!

Original audio file:  220901_06",30,,52.8,81.139
642412.mp3,"Pawhuska, city, lower, voice, Blume, barking, hum, class, Felix, Felixblume, bird, talking, animal, Oklahoma, kid, singing, dogs, Field-Recording",642412,https://freesound.org/people/felix.blume/sounds/642412/,felix.blume,http://creativecommons.org/publicdomain/zero/1.0/,"Some dogs barking, nearby noises, a bird, city hum and a kid talking in a lower class area in Pawhuska Oklahoma","Some dogs barking, nearby noises, a bird, city hum and a kid talking in a lower class area in Pawhuska Oklahoma

Sound recorded by a MS setup Schoeps CCM41+CCM8
Sound Devices 788T recorder with CL8
MS is encoded in STEREO Left-Right
Recorded in may 2013 in Oklahoma (USA)
Original recording in Wave, 96kHz, 24bit
Sound Ref: @CD130513T024",78,,104.537,133.002
340048.mp3,"Toilet, drain, words, toilets, talking, flushing, flush, conversation, field-recording",340048,https://freesound.org/people/IESP/sounds/340048/,IESP,http://creativecommons.org/licenses/by/3.0/,Talking about Toilets | Toilets Flushing ,"Talking about Toilets | Toilets Flushing: water running down a toilet from flushing it, talking about toilets and opening the lid to loudly 

Date: February 06, 2016
Time: 12:30 PM
Recording Number: T61
Location: Level 8 Back Bathroom, Fine Arts Building, University of Lethbridge, Lethbridge, Alberta, Canada
Technical: Recorded with Sound Devices Recorder and a Rode NT4 Shotgun Microphone.
Processing: Izotope RX5 De-Noise

Recorded by The IntraEnvrionmental Sound Project",92,,0.0,28.0
381533.mp3,"chatter, talking, voices, loud, people",381533,https://freesound.org/people/rprieto1/sounds/381533/,rprieto1,http://creativecommons.org/publicdomain/zero/1.0/,Talking.wav,Housemates & I talking about random things,1077,,126.001,154.901
393686.mp3,"walla, atmos, atmosphere, netherlands, general-noise, holland, people, inside, ambient, ambiance, talking, dinner, internal, background, dutch, ambience, soundscape, kitchenware, background-sound, field-recording",393686,https://freesound.org/people/hz37/sounds/393686/,hz37,http://creativecommons.org/publicdomain/zero/1.0/,walla dutch intern dinner busy talking kitchenware.wav,Zoom h4n X/Y stereo recording of Dutch crowd talking (internal).,138,52.36637614192121 4.89166259765625,12.404,39.245
187301.mp3,"boarding, city, station, talking, train, subway, new, arriving, nyc, york",187301,https://freesound.org/people/carroll27/sounds/187301/,carroll27,http://creativecommons.org/publicdomain/zero/1.0/,"NYC_Subway station, people talking, train arriving, boarding train.aif","NYC subway station, people talking, train arriving, boarding train",780,,5.877,35.022
101847.mp3,"people, talking",101847,https://freesound.org/people/stereodivo/sounds/101847/,stereodivo,http://creativecommons.org/licenses/sampling+/1.0/,VOX_squad_talking.wav,people talking in barcelona place,1721,,1.0,23.564
204528.mp3,"infant, babyish, small, 5-months, young, tiny, recording, talking, baby, sing, singing, talk",204528,https://freesound.org/people/Yuval/sounds/204528/,Yuval,http://creativecommons.org/publicdomain/zero/1.0/,baby singing talking ,"a 5 months old baby ""singing"" and ""talking"".

Rode NTG-2-> Sharp MD.

<a href=""http://www.reuven.nl/?page_id=106"" rel=""nofollow"">http://www.reuven.nl/?page_id=106</a>",1551,,15.591,44.008
538380.mp3,"hallway, walking, industrial, floor, walk, feet, talking, step, steps, foot, echo, footsteps, talk, ground",538380,https://freesound.org/people/Garuda1982/sounds/538380/,Garuda1982,http://creativecommons.org/publicdomain/zero/1.0/,long industrial hallway with people walking and talking atmo,"long industrial hallway with people walking and talking atmo recorded with Olympus ls-p4.

Feel free to visit me on YouTube! There, you can see how I record my sounds – with which recorders and in which locations. A subscription really motivates me! Thank you!
<a href=""https://www.youtube.com/@soundhole5498"" rel=""nofollow"">https://www.youtube.com/@soundhole5498</a>",358,51.390953 12.401022,62.815,83.601
161703.mp3,"Jungle-Island, Miami, Hello, talking, Gracula, bird",161703,https://freesound.org/people/xserra/sounds/161703/,xserra,https://creativecommons.org/licenses/by/4.0/,talking-bird.wav,Talking bird saying hello at Jungle Island (Miami). I believe that it was a Gracula. Recorded on October 28th 2012 with a Sony PCM D50.,177,25.786135424965803 -80.17461776733398,0.0,20.734
269584.mp3,"school, kids, group, talking, ambient, poolhall, adolescents, children",269584,https://freesound.org/people/Loffy/sounds/269584/,Loffy,http://creativecommons.org/licenses/by/3.0/,"Ambient poolhall/school background noise, children/adolescents talking",Ambient sound recording from a poolhall/school with group of kids talking in the background.,450,,0.0,29.866
216001.mp3,"raindrop, field-recording, rain, wind, talking",216001,https://freesound.org/people/bushi3593/sounds/216001/,bushi3593,http://creativecommons.org/publicdomain/zero/1.0/,"wind, raindrops person talking in background.wav","It was recorded at low level by the raindrop. There was a woman talking on the phone behind recorder. Raindrop sounds, ambient noise outside library. 
Stereo
recorded with H4N",160,,0.0,19.012
464497.mp3,"talking, loud, Crowd",464497,https://freesound.org/people/kaygrum/sounds/464497/,kaygrum,http://creativecommons.org/publicdomain/zero/1.0/,Crowd_Talking.wav,A crowd talking,2044,,2.022,30.083
198284.mp3,"drunken, laugh, woman, field-recording, chatting, drunk, laughs, people, male, unintelligibly, goodbye, voices, talking, outdoors, talk, female, Dutch, voice, garden, man",198284,https://freesound.org/people/klankbeeld/sounds/198284/,klankbeeld,https://creativecommons.org/licenses/by/4.0/,drunken talks 02 130727_00.wav,People drunken outdoors late night in a garden say goodbye. Talking with 'double tongue' as we say.  Recorded in Holland.,2073,,3.203,26.505
323680.mp3,"summer, field-recording, night, birds, city, hum, talking, ambience, distance",323680,https://freesound.org/people/betkho/sounds/323680/,betkho,https://creativecommons.org/licenses/by/4.0/,Night Suburban Distance City Hum Distance Talking,"A nighttime recording with the distant sounds of city hum and faint talking in the suburbs.

Recorded with Tascam DR-40",116,,36.2,63.398
546676.mp3,"murmuring, crowd, babble, mutter, talking, buzz, mumble, people, chatter",546676,https://freesound.org/people/trezz77/sounds/546676/,trezz77,http://creativecommons.org/publicdomain/zero/1.0/,Crowd talking / murmur,Steady talking ambience. Recorded in a large theatre foyer.,1247,,21.8,39.407
194242.mp3,"mother, quiet, talking, background, child, intersection",194242,https://freesound.org/people/cosmician/sounds/194242/,cosmician,http://creativecommons.org/publicdomain/zero/1.0/,"intersection, quiet, talking in the background mother with child.wav","intersection, quiet, talking in the background mother with child",513,,0.0,27.901
707874.mp3,"Children, OWI, Public, Parents, Talking",707874,https://freesound.org/people/JandreLombaard/sounds/707874/,JandreLombaard,https://creativecommons.org/licenses/by-nc/4.0/,Children and Parents talking,Children and Parents standing in a line and talking.,131,-25.892004 28.209421,92.401,111.084
772881.mp3,"men, classroom, VOXMisc, conversation, walla, 2, talking",772881,https://freesound.org/people/jerry.berumen/sounds/772881/,jerry.berumen,https://creativecommons.org/licenses/by/4.0/,walla men conversation talking classroom 2,"a canadian and a mexican (me) talking about sound design stuff (hey adam &lt;3)

Recorded with a Sony PCM A10

Hola! I'm a sound editor from Mexico City. I've been using Freesound for a while now and since it has been a lifesaver for my career, I decided to upload my own sounds here for free! 

If you happen to use any of my sounds, consider crediting me and/or Freesound. It helps this community a lot.",33,,266.205,285.027
60688.mp3,"ambiance, crowd, meeting, talking",60688,https://freesound.org/people/barrigan/sounds/60688/,barrigan,http://creativecommons.org/licenses/by/3.0/,Crowd Talking.wav,"Recording of approx. 250 adults talking before a large meeting.  You can hear the general ""roar"" and occasionally pick out individual voices (but not so much as you can make out what they are saying). ",3407,,0.0,17.153
710081.mp3,"shop, radio, field-recording, Felixblume, phone, Felix, blowing, motorcycle, Blume, talking, loud, girl, air, voices, 29Palms, California, conditioning, music, counter, client, garage, KCDZ, telephone, interior",710081,https://freesound.org/people/felix.blume/sounds/710081/,felix.blume,http://creativecommons.org/publicdomain/zero/1.0/,"Motorcycle shop garage interior with radio music, counter girl talking on the phone","Motorcycle shop garage interior with KCDZ radio music, counter girl talking on the telephone, loud air conditioning and different client voices

Sound recorded by a MS setup Schoeps CCM41+CCM8
Sound Devices 788T recorder
Sound reference: KT_121001T006
Recorded in October 2012 in California",65,,1.414,18.039
710857.mp3,"people, crowd, talking, chatter, group",710857,https://freesound.org/people/NapierFreesound/sounds/710857/,NapierFreesound,http://creativecommons.org/publicdomain/zero/1.0/,AMB_Largegrouptalking_01,Recorded using a mixpre3 and seinheisser microphone on an empty club dance floor. Around 15 people talking.,147,55.948828 -3.187439,0.0,20.992
410307.mp3,"Ambience, Talking, Indoors, OWI, Room",410307,https://freesound.org/people/eudes_uaila0/sounds/410307/,eudes_uaila0,http://creativecommons.org/licenses/by-nc/3.0/,Background talking Ambience,Indoor recording of people talking,1044,-25.8917114332 28.2094359872,91.201,110.573
574494.mp3,"em, summer, mixpre, general-noise, field-recording, chatting, people, leipzig, ambiance, crowd, 172, talking, stelzenhaus, ambient, ambience, chatter, clippy, talk",574494,https://freesound.org/people/Garuda1982/sounds/574494/,Garuda1982,http://creativecommons.org/publicdomain/zero/1.0/,summer atmosphere young people talk and have fun atmo,"summer atmosphere young people talk and have fun recorded with sony pcm d100 + clippy em 172.

I'd greatly appreciate it if you could check out my YouTube channel (<a href=""https://www.youtube.com/channel/UC8P5eWUXgVaABjFfv9OI5hA"" rel=""nofollow"">https://www.youtube.com/channel/UC8P5eWUXgVaABjFfv9OI5hA</a>) and show some support. Your likes, comments, and subscriptions really make a difference and inspire me to create more content for you.

Feel free to check out my Bandcamp (<a href=""https://richardatmo.bandcamp.com/"" rel=""nofollow"">https://richardatmo.bandcamp.com/</a>) page for more collections of sounds

Thanks a million!",617,51.332435 12.327774,72.8,97.317
490932.mp3,"Ambience, Talking, OWI, Crowd, People",490932,https://freesound.org/people/Gobby12/sounds/490932/,Gobby12,https://creativecommons.org/licenses/by-nc/4.0/,Human Talking Ambience.wav,A small crowd of people talking in a crowded space.,214,-25.8920059961 28.2098187355,104.2,120.143
649867.mp3,"night, cricket, blowing, Blume, field-recording, cars, desert, Felix, Felixblume, Arivaca, voices, talking, road, crying, english, passing, singing, bird, wind",649867,https://freesound.org/people/felix.blume/sounds/649867/,felix.blume,http://creativecommons.org/publicdomain/zero/1.0/,"Cricket singing, slight wind blowing, cars passing far, voices talking in english and crying far at night in the desert close to Arivaca road","Cricket singing, slight wind blowing, cars passing far, voices talking in english and crying far at night in the desert close to Arivaca road 

Sound recorded by a MS setup Schoeps CCM41+CCM8
Sound Devices 788T recorder with CL8
MS is encoded in STEREO Left-Right
Recorded in september 2013 in Arivaca, Arizona (USA)
Original recording in Wave, 96kHz, 24bit
Sound Ref: @CD130930T018",146,,152.811,169.736
